ID,age_years,travel_freq,daily_salary,work_division,commute_distance,education_level,degree_field,headcount,env_satisfaction,sex,hourly_wage,job_engagement,position_level,job_title,job_satisfaction,marital_state,monthly_earnings,monthly_salary,companies_count,is_adult,overtime_status,salary_increase_pct,performance_score,relation_satisfaction,std_work_hours,stock_level,career_years,trainings_last_year,work_life_score,tenure_years,years_current_role,years_post_promotion,years_with_manager,left_company
319,32,rare_travel,1146,sales,26,4,life_sci,1,4,male,32,3,3,sales_exec,4,married,8998,22162,1,yes,no,22,4,4,80,1,9,3,3,9,8,8,7,0
320,37,frequent_travel,715,sales,8,1,life_sci,1,2,male,99,2,1,sales_rep,3,married,2741,26009,3,yes,yes,14,3,4,80,0,7,2,3,3,2,1,0,1
321,29,rare_travel,1206,rnd,7,3,medical,1,2,male,89,3,1,research_sci,4,married,2976,11781,1,yes,no,13,3,2,80,0,1,5,3,1,0,0,0,1
322,33,rare_travel,924,sales,4,3,life_sci,1,4,male,39,3,2,sales_exec,4,married,6586,9647,1,yes,yes,13,3,4,80,1,10,1,2,10,9,9,9,0
323,39,rare_travel,1157,sales,7,3,medical,1,3,male,87,3,2,sales_exec,4,single,5473,9358,7,yes,no,12,3,3,80,0,10,3,3,7,7,7,7,0
324,37,rare_travel,575,rnd,7,3,life_sci,1,4,male,77,3,1,research_sci,1,single,2655,7102,1,yes,no,13,3,2,80,0,10,3,4,10,9,9,9,1
325,45,rare_travel,1479,rnd,16,4,other,1,3,male,73,3,2,lab_tech,1,married,5396,4156,4,yes,no,17,3,3,80,2,9,2,3,5,3,0,1,0
326,26,rare_travel,775,hr,2,1,other,1,1,male,42,3,1,hr,4,divorced,2686,7324,0,yes,no,17,3,2,80,3,5,2,2,4,3,0,2,0
327,44,rare_travel,836,rnd,29,5,life_sci,1,3,male,100,3,2,lab_tech,4,married,6272,4605,8,yes,no,18,3,3,80,1,8,3,2,5,4,0,4,0
328,41,rare_travel,1040,sales,26,5,marketing,1,3,male,97,3,2,sales_exec,1,married,5377,18686,2,yes,yes,25,4,1,80,3,15,3,3,7,7,0,6,0
329,41,rare_travel,543,rnd,10,2,life_sci,1,2,female,72,3,2,mfg_dir,4,divorced,5207,20439,4,yes,yes,22,4,1,80,1,8,0,3,1,0,0,0,0
330,34,rare_travel,319,rnd,10,3,medical,1,2,female,55,3,1,research_sci,4,single,2791,7713,0,yes,yes,11,3,1,80,0,6,4,3,5,4,0,2,0
331,29,rare_travel,878,rnd,15,2,life_sci,1,2,male,73,3,3,mfg_dir,3,married,8722,14363,1,yes,no,14,3,2,80,1,10,2,3,10,9,1,7,0
332,46,rare_travel,855,hr,2,4,hr,1,3,female,62,3,4,manager,3,married,17924,22128,7,yes,yes,11,3,1,80,1,33,3,3,22,6,6,14,0
333,53,rare_travel,1237,rnd,2,3,other,1,4,male,82,3,2,research_sci,4,married,2380,7744,8,yes,no,15,3,1,80,0,13,3,3,9,7,3,4,0
334,26,rare_travel,1213,sales,3,2,medical,1,4,female,46,3,2,sales_exec,1,divorced,4883,25174,1,yes,no,17,3,3,80,2,5,2,2,5,4,0,3,0
335,36,rare_travel,441,sales,9,2,marketing,1,2,male,48,4,2,sales_exec,3,divorced,5406,4051,1,yes,no,21,4,3,80,2,10,3,2,10,3,0,8,0
336,40,no_travel,819,rnd,8,2,life_sci,1,4,female,79,2,2,mfg_dir,3,married,4240,17119,2,yes,yes,12,3,1,80,1,18,2,3,3,2,0,2,0
337,25,rare_travel,1375,sales,15,1,life_sci,1,1,male,96,3,2,sales_exec,4,married,4162,17544,1,yes,no,16,3,2,80,2,5,2,3,5,4,0,3,0
338,31,no_travel,591,rnd,1,4,tech_deg,1,1,male,62,3,1,research_sci,1,single,3748,15062,0,yes,no,14,3,3,80,0,4,3,1,3,2,0,2,1
339,34,rare_travel,806,rnd,9,4,medical,1,4,male,92,3,1,lab_tech,1,single,2332,18368,0,yes,yes,22,4,4,80,0,5,2,1,4,1,0,3,0
340,50,rare_travel,317,rnd,1,2,medical,1,4,female,85,2,2,research_sci,4,single,4487,21519,4,yes,no,22,4,4,80,0,5,2,3,3,1,0,0,0
341,40,rare_travel,1084,rnd,11,3,tech_deg,1,3,male,78,3,3,mfg_dir,1,married,7403,7914,7,yes,no,12,3,3,80,0,10,3,3,9,8,7,8,0
342,28,rare_travel,504,sales,2,3,life_sci,1,2,male,89,3,1,sales_rep,3,single,1081,6409,1,yes,no,13,3,4,80,0,1,3,2,1,0,0,1,1
343,36,frequent_travel,470,rnd,7,1,life_sci,1,4,male,55,3,3,lab_tech,3,married,16606,4673,3,yes,yes,17,3,3,80,1,16,3,2,13,7,3,8,0
344,37,rare_travel,946,rnd,8,4,tech_deg,1,4,male,73,3,1,research_sci,4,single,2932,20619,6,yes,no,11,3,4,80,0,3,5,3,0,0,0,0,1
345,60,rare_travel,616,rnd,5,4,medical,1,4,male,54,2,5,manager,3,single,14118,22102,4,yes,no,13,3,1,80,0,23,2,3,1,1,0,0,0
346,55,rare_travel,989,sales,5,4,medical,1,4,female,78,3,2,sales_exec,2,single,6244,7824,7,yes,no,12,3,3,80,0,9,2,3,6,4,1,4,0
347,43,rare_travel,505,rnd,8,3,medical,1,2,male,98,3,3,research_dir,3,married,11916,19715,6,yes,no,14,3,1,80,1,11,3,4,4,2,1,3,0
348,47,rare_travel,1147,rnd,8,3,life_sci,1,1,male,56,3,1,research_sci,2,single,2177,8952,4,yes,no,14,3,3,80,0,8,3,3,2,2,2,2,0
349,39,frequent_travel,827,rnd,2,2,medical,1,2,female,44,3,2,mfg_dir,1,married,4244,5630,4,yes,no,21,4,4,80,1,9,6,4,4,3,1,2,0
350,48,rare_travel,848,rnd,8,1,life_sci,1,3,male,97,3,4,manager,4,single,16704,23398,6,yes,no,12,3,2,80,0,23,2,3,3,2,1,2,0
351,28,rare_travel,1448,rnd,21,3,medical,1,1,female,40,3,1,lab_tech,3,married,3600,16998,1,yes,yes,13,3,2,80,1,6,2,2,6,4,0,3,0
352,42,rare_travel,634,sales,10,2,life_sci,1,3,male,49,3,3,sales_exec,4,single,8161,9490,3,yes,yes,21,4,4,80,0,18,3,3,0,0,0,0,0
353,55,frequent_travel,1377,rnd,19,2,medical,1,1,male,58,3,5,manager,4,single,19038,7693,3,yes,no,11,3,4,80,0,37,4,2,24,7,15,11,1
354,38,rare_travel,138,rnd,2,2,life_sci,1,4,female,95,2,1,research_sci,2,married,3280,7288,8,yes,yes,12,3,3,80,0,4,2,2,2,2,2,2,0
355,29,frequent_travel,887,sales,3,3,life_sci,1,4,female,78,3,2,sales_exec,4,married,4724,11693,0,yes,no,18,3,3,80,1,10,2,3,9,7,1,7,0
356,41,no_travel,1398,sales,10,4,life_sci,1,4,male,96,3,1,sales_rep,2,married,2821,4821,7,yes,no,11,3,3,80,1,23,3,3,22,8,6,7,0
357,31,rare_travel,1485,sales,5,4,life_sci,1,3,female,71,4,4,manager,4,divorced,1514,10893,1,yes,no,20,4,4,80,1,1,2,2,1,0,0,0,0
358,32,rare_travel,1179,sales,2,3,marketing,1,4,female,72,3,2,sales_exec,1,divorced,6834,23687,1,yes,yes,13,3,1,80,1,10,3,2,10,2,2,2,0
359,37,frequent_travel,478,sales,9,1,marketing,1,2,female,57,3,3,sales_exec,4,single,8103,13493,6,yes,no,14,3,4,80,0,10,3,4,1,0,0,0,1
360,36,rare_travel,658,rnd,4,3,life_sci,1,3,male,41,3,1,research_sci,4,divorced,2559,11162,8,yes,no,23,4,1,80,2,4,2,2,1,0,0,0,0
361,28,rare_travel,783,rnd,1,3,medical,1,1,male,62,3,1,research_sci,2,married,3072,26767,1,yes,no,18,3,3,80,1,10,3,3,10,7,6,7,0
362,41,rare_travel,942,sales,3,2,life_sci,1,4,male,81,2,2,sales_exec,4,single,6146,3356,2,yes,no,14,3,3,80,0,10,2,3,7,7,7,5,0
363,38,rare_travel,1288,rnd,2,4,medical,1,3,male,76,4,4,health_rep,1,divorced,13964,16053,3,yes,no,14,3,3,80,2,30,2,3,3,2,0,2,0
364,38,rare_travel,1398,rnd,25,3,life_sci,1,2,male,67,3,1,lab_tech,4,married,2389,11012,4,yes,no,20,4,4,80,1,13,2,2,12,11,5,11,0
365,36,rare_travel,1082,rnd,8,3,tech_deg,1,4,male,50,3,2,health_rep,3,single,6712,15211,0,yes,no,17,3,1,80,0,10,2,3,9,7,5,8,0
366,33,frequent_travel,708,sales,13,3,medical,1,3,female,43,2,2,sales_exec,3,married,4342,21030,7,yes,no,11,3,2,80,1,17,2,3,8,7,1,7,0
367,48,rare_travel,776,rnd,23,3,life_sci,1,1,male,94,3,3,research_dir,4,single,6673,12147,4,yes,no,13,3,3,80,0,23,4,3,1,0,0,0,0
368,35,rare_travel,1225,sales,28,4,marketing,1,4,male,52,3,2,sales_exec,2,divorced,5980,8978,4,yes,no,11,3,2,80,2,16,3,3,5,2,1,3,0
369,50,rare_travel,1485,rnd,23,5,medical,1,4,male,100,3,4,research_dir,2,married,17650,9724,3,yes,no,13,3,1,80,1,15,2,2,12,8,4,7,0
370,25,rare_travel,1479,sales,4,2,life_sci,1,4,male,61,2,2,sales_exec,4,married,7847,13982,1,yes,no,11,3,1,80,1,7,3,3,7,7,0,7,0
371,49,rare_travel,1283,rnd,11,3,life_sci,1,2,male,62,2,4,manager,4,single,16064,14369,2,yes,no,21,4,3,80,0,28,5,3,7,7,0,7,0
372,23,rare_travel,310,sales,2,1,medical,1,3,male,44,3,1,sales_rep,4,married,2823,10557,1,yes,no,20,4,2,80,0,1,2,2,1,0,0,0,0
373,26,rare_travel,959,rnd,5,3,life_sci,1,1,male,45,4,1,research_sci,3,single,4774,24444,1,yes,no,19,3,3,80,0,8,2,1,8,7,0,7,0
374,36,rare_travel,234,sales,2,2,life_sci,1,2,male,94,3,2,sales_exec,4,married,5237,8891,1,yes,no,14,3,1,80,0,10,3,3,10,6,1,7,0
375,36,frequent_travel,586,rnd,2,4,medical,1,2,male,45,3,2,health_rep,4,single,5562,22074,4,yes,no,14,3,4,80,0,7,2,3,3,2,0,2,0
376,50,rare_travel,1441,rnd,21,3,life_sci,1,2,male,54,3,3,health_rep,4,married,10820,25592,2,yes,no,12,3,3,80,1,19,3,3,5,3,1,3,0
377,28,rare_travel,1355,rnd,3,2,life_sci,1,3,male,36,3,1,lab_tech,1,single,2935,19294,1,yes,yes,11,3,3,80,0,1,2,2,1,0,0,0,0
378,23,rare_travel,894,rnd,7,1,life_sci,1,3,male,55,3,1,research_sci,2,married,2936,5531,1,yes,no,18,3,4,80,1,3,2,3,3,2,2,2,0
379,32,rare_travel,1492,rnd,8,4,medical,1,1,male,65,1,1,research_sci,3,married,3038,6393,2,yes,yes,11,3,4,80,0,6,2,3,1,0,0,1,1
380,29,rare_travel,454,rnd,8,3,medical,1,3,female,98,1,1,research_sci,4,single,2800,20293,1,yes,no,17,3,3,80,0,1,3,4,1,0,0,0,1
381,30,rare_travel,360,sales,17,3,medical,1,1,female,54,3,1,sales_rep,4,single,2304,16376,2,yes,yes,12,3,3,80,0,3,4,2,1,0,0,0,1
382,25,rare_travel,881,rnd,1,2,life_sci,1,4,male,42,3,1,lab_tech,4,married,4775,3415,3,yes,no,17,3,2,80,1,6,2,3,3,2,0,2,0
383,21,rare_travel,622,rnd,8,1,life_sci,1,3,male,89,2,1,research_sci,4,single,1261,16019,1,yes,no,13,3,2,80,0,1,3,3,1,0,0,0,0
384,26,rare_travel,1145,sales,10,3,tech_deg,1,1,female,30,3,2,sales_exec,4,divorced,4777,18154,2,yes,no,12,3,3,80,1,8,3,3,0,0,0,0,0
385,29,rare_travel,827,rnd,9,3,medical,1,3,female,89,2,1,lab_tech,4,single,2404,19294,1,yes,no,11,3,3,80,0,1,6,3,1,0,0,0,0
386,37,frequent_travel,461,rnd,6,3,life_sci,1,3,male,44,4,2,health_rep,1,married,6274,4284,4,yes,no,25,4,1,80,0,11,4,3,9,6,7,8,1
387,35,rare_travel,605,rnd,12,3,life_sci,1,3,female,69,3,1,lab_tech,1,married,1675,22098,3,yes,no,22,4,3,80,1,16,4,2,1,0,0,0,0
388,29,rare_travel,896,rnd,9,1,medical,1,3,male,76,3,1,lab_tech,3,single,2451,14369,1,yes,yes,13,3,1,80,0,6,2,3,5,3,4,4,1
389,49,frequent_travel,557,rnd,6,4,tech_deg,1,4,female,42,3,2,mfg_dir,2,married,5257,7246,6,yes,no,17,3,3,80,2,10,6,3,3,2,1,2,0
390,42,rare_travel,581,rnd,18,3,life_sci,1,1,male,57,3,3,mfg_dir,4,divorced,10552,3498,7,yes,no,11,3,2,80,2,16,3,3,4,2,0,1,0
391,38,rare_travel,1488,rnd,2,3,medical,1,3,female,40,3,2,health_rep,1,married,5347,13384,3,yes,no,14,3,3,80,0,15,1,1,6,0,0,2,0
392,36,rare_travel,465,rnd,9,2,life_sci,1,1,male,43,3,2,lab_tech,4,single,4013,6207,1,yes,no,13,3,4,80,0,10,2,3,10,8,0,8,0
393,41,rare_travel,1084,rnd,3,4,other,1,2,male,59,3,2,mfg_dir,4,divorced,6180,6759,3,yes,no,17,3,4,80,1,12,5,3,7,2,1,7,0
394,27,rare_travel,155,rnd,9,4,life_sci,1,1,female,49,3,1,research_sci,1,married,2450,6217,1,yes,no,20,4,3,80,1,3,2,3,3,2,1,2,0
395,27,rare_travel,566,rnd,2,3,other,1,3,female,56,3,2,mfg_dir,2,single,4197,7103,5,yes,no,11,3,4,80,0,6,0,3,1,0,1,0,0
396,46,rare_travel,1082,rnd,10,3,medical,1,3,male,60,3,2,lab_tech,3,single,5902,6409,3,yes,no,11,3,4,80,0,23,3,3,17,14,5,15,0
397,37,rare_travel,921,rnd,2,4,life_sci,1,1,male,79,1,2,research_sci,2,married,6883,9255,6,yes,yes,14,3,2,80,1,17,2,3,7,4,0,7,1
398,36,rare_travel,1448,rnd,8,3,life_sci,1,1,male,62,3,2,lab_tech,3,married,5473,24008,3,yes,yes,18,3,1,80,1,9,3,3,4,3,1,2,0
399,42,frequent_travel,933,rnd,1,4,life_sci,1,2,male,71,4,5,manager,4,married,19033,8059,9,yes,no,14,3,1,80,1,24,1,3,20,6,0,13,0
400,48,rare_travel,1116,rnd,2,4,life_sci,1,4,male,85,3,1,lab_tech,1,single,4876,11924,2,yes,no,11,3,4,80,0,8,5,3,2,2,2,2,0
401,44,rare_travel,1089,rnd,13,4,life_sci,1,1,female,43,4,2,mfg_dir,4,married,5070,15891,1,yes,no,11,3,3,80,1,7,2,2,7,1,7,7,0
402,51,rare_travel,1323,rnd,7,4,life_sci,1,2,male,73,3,3,research_dir,3,married,13582,17381,1,yes,no,20,4,2,80,1,16,2,1,16,13,2,11,0
403,56,rare_travel,1354,rnd,4,4,life_sci,1,3,male,41,3,2,research_sci,3,married,5433,6770,3,yes,yes,11,3,3,80,0,12,0,3,5,3,1,3,0
404,41,rare_travel,433,hr,22,4,hr,1,3,male,46,3,4,manager,1,married,17465,17802,1,yes,no,11,3,2,80,1,21,3,3,20,7,2,10,0
405,45,frequent_travel,1302,rnd,7,5,life_sci,1,1,male,46,3,1,lab_tech,3,single,2132,7530,2,yes,yes,13,3,2,80,0,8,2,2,3,2,0,2,0
406,23,rare_travel,793,rnd,6,2,medical,1,4,male,81,3,1,research_sci,3,single,2455,18869,6,yes,no,13,3,4,80,0,4,2,3,2,2,2,2,0
407,29,rare_travel,653,rnd,1,4,life_sci,1,2,male,88,3,2,research_sci,1,married,7725,25275,2,yes,no,11,3,4,80,1,10,2,2,7,7,0,7,0
408,37,rare_travel,410,sales,8,4,marketing,1,1,female,74,3,2,sales_exec,3,married,6653,23288,6,yes,yes,18,3,1,80,1,17,2,3,1,0,0,1,1
409,28,frequent_travel,515,rnd,11,3,medical,1,1,male,54,3,1,research_sci,2,divorced,3646,4223,1,yes,no,11,3,2,80,1,3,2,4,3,2,1,0,1
410,34,rare_travel,495,rnd,25,4,life_sci,1,1,male,71,4,2,health_rep,1,single,10903,11652,2,yes,no,20,4,3,80,0,13,0,3,10,8,9,6,0
411,34,frequent_travel,1480,rnd,28,3,medical,1,4,male,59,3,1,lab_tech,3,single,2439,11825,1,yes,yes,16,3,3,80,0,6,4,3,5,2,1,3,0
412,37,rare_travel,465,rnd,5,2,life_sci,1,3,male,51,3,2,health_rep,2,single,5660,18300,2,yes,no,15,3,2,80,0,10,2,2,5,2,0,4,0
413,48,rare_travel,1234,sales,4,4,marketing,1,1,male,90,3,5,manager,2,single,18711,16577,7,yes,no,12,3,4,80,0,36,3,3,22,7,3,11,0
414,49,no_travel,950,rnd,5,3,medical,1,1,male,73,3,2,mfg_dir,4,divorced,5957,4161,2,yes,no,20,4,4,80,2,18,2,2,16,13,1,9,0
415,28,rare_travel,1107,rnd,15,4,medical,1,4,female,51,3,1,research_sci,2,single,2703,6179,1,yes,no,11,3,3,80,0,5,2,3,5,3,1,1,0
416,47,rare_travel,590,sales,3,4,marketing,1,1,male,91,3,2,sales_exec,1,divorced,6782,24118,4,yes,no,13,3,4,80,2,7,5,3,5,2,0,3,0
417,32,rare_travel,1316,rnd,6,3,life_sci,1,4,male,60,3,1,research_sci,4,married,2342,26427,1,yes,yes,14,3,1,80,1,2,1,3,2,2,2,2,0
418,23,frequent_travel,1373,rnd,10,3,life_sci,1,2,male,65,3,1,lab_tech,4,single,2690,13008,1,yes,no,15,3,1,80,0,1,2,2,1,0,0,1,0
419,44,rare_travel,1099,rnd,7,2,medical,1,4,male,46,3,1,lab_tech,3,married,2596,15170,5,yes,yes,13,3,4,80,1,8,3,3,2,2,2,2,0
420,29,no_travel,1169,sales,25,3,life_sci,1,3,female,98,3,2,sales_exec,4,divorced,4197,22149,1,yes,yes,14,3,3,80,1,5,3,3,5,2,1,3,0
421,23,rare_travel,805,rnd,7,3,medical,1,4,male,86,3,1,lab_tech,1,married,2684,8841,0,yes,no,12,3,3,80,1,3,3,3,2,2,2,2,0
422,37,rare_travel,1050,sales,2,4,marketing,1,4,male,75,3,2,sales_exec,1,divorced,5454,22577,3,yes,no,22,4,2,80,1,7,2,3,5,4,0,3,0
423,42,rare_travel,1328,sales,10,2,life_sci,1,1,male,92,2,3,sales_exec,2,married,10482,19383,7,yes,no,22,4,4,80,1,24,4,3,22,10,6,11,0
424,56,rare_travel,479,rnd,1,2,medical,1,3,male,85,1,3,health_rep,1,married,10453,4297,4,yes,no,12,3,3,80,1,24,3,3,4,2,0,3,0
425,27,rare_travel,827,rnd,2,4,life_sci,1,3,female,85,4,1,research_sci,2,single,4364,19609,4,yes,yes,13,3,2,80,0,8,2,3,6,3,1,3,0
426,40,rare_travel,1244,sales,4,3,marketing,1,2,male,44,3,2,sales_exec,4,divorced,4684,8450,7,yes,yes,11,3,3,80,1,7,2,3,4,3,0,2,0
427,52,no_travel,625,sales,29,4,medical,1,2,male,82,3,2,sales_exec,1,married,5467,13586,4,yes,no,11,3,1,80,1,12,3,3,9,8,1,7,0
428,31,no_travel,1457,sales,1,4,life_sci,1,1,female,42,2,2,sales_exec,1,married,6410,26551,9,yes,yes,12,3,1,80,0,10,2,3,3,2,2,2,0
429,46,rare_travel,928,rnd,18,5,life_sci,1,4,male,92,2,1,lab_tech,4,single,2506,5456,4,yes,no,15,3,3,80,0,7,3,3,2,2,2,2,0
430,57,rare_travel,1107,rnd,3,4,medical,1,3,male,41,4,2,mfg_dir,4,single,6755,23683,3,yes,no,15,3,4,80,0,12,4,3,3,2,0,2,0
431,35,rare_travel,1084,rnd,16,5,medical,1,2,male,98,3,1,research_sci,4,married,2559,19989,0,yes,no,14,3,2,80,3,5,1,4,4,3,0,2,0
432,30,rare_travel,583,rnd,6,3,life_sci,1,4,female,100,3,7,mfg_dir,3,single,5326,22490,3,yes,no,13,3,4,80,0,12,1,2,8,7,1,5,0
433,38,rare_travel,549,rnd,6,3,life_sci,1,4,male,97,4,2,health_rep,3,married,5207,22949,1,yes,yes,12,3,3,80,1,15,0,3,15,10,12,11,0
434,35,rare_travel,775,rnd,2,4,life_sci,1,1,male,42,4,2,lab_tech,4,divorced,3902,9369,3,yes,yes,11,3,3,80,3,7,3,3,2,1,2,2,0
435,27,rare_travel,1111,rnd,1,3,medical,1,3,male,95,3,1,lab_tech,3,single,2889,6984,1,yes,no,15,3,1,80,0,6,5,4,6,2,0,5,0
436,27,rare_travel,243,rnd,8,2,medical,1,2,female,93,2,1,lab_tech,3,married,3617,24812,5,yes,yes,15,3,4,80,1,6,2,1,2,2,2,2,0
437,26,rare_travel,836,sales,24,2,marketing,1,3,male,87,3,1,sales_rep,4,married,1081,17808,1,yes,no,18,3,3,80,1,1,2,3,1,0,0,0,1
438,31,rare_travel,1111,rnd,29,3,life_sci,1,4,male,50,3,1,lab_tech,3,married,2226,18092,0,yes,no,11,3,3,80,1,10,3,3,9,0,1,8,0
439,22,rare_travel,632,rnd,10,2,medical,1,3,male,84,3,1,lab_tech,4,married,2523,18103,1,yes,no,15,3,3,80,1,5,4,3,5,0,1,2,0
440,40,frequent_travel,1456,sales,26,3,life_sci,1,3,female,85,3,3,manager,4,single,11916,4235,1,yes,no,13,3,4,80,0,13,2,2,13,7,11,12,0
441,29,rare_travel,477,rnd,24,2,life_sci,1,1,female,33,2,1,research_sci,1,divorced,2496,9679,1,yes,no,14,3,1,80,1,1,2,3,1,0,0,0,1
442,42,rare_travel,1084,rnd,24,3,life_sci,1,3,male,54,3,1,research_sci,3,single,2356,18410,1,yes,yes,12,3,4,80,0,10,2,3,10,8,7,9,0
443,48,rare_travel,1445,rnd,2,4,other,1,3,female,100,3,1,research_sci,2,single,3420,15919,1,yes,no,15,3,1,80,0,6,3,2,6,3,1,5,0
444,29,frequent_travel,746,sales,18,3,life_sci,1,2,female,62,4,2,sales_exec,2,single,4373,11512,1,yes,yes,17,3,4,80,0,5,2,2,5,3,1,2,1
445,38,frequent_travel,1302,rnd,25,3,life_sci,1,1,male,48,3,3,mfg_dir,4,married,7870,4992,0,yes,no,11,3,3,80,1,10,2,3,9,8,7,8,0
446,44,rare_travel,523,rnd,2,4,life_sci,1,3,male,92,3,1,research_sci,4,divorced,2479,26227,9,yes,no,14,3,3,80,1,6,4,3,4,3,0,2,0
447,29,frequent_travel,1168,rnd,1,3,life_sci,1,3,male,88,3,1,research_sci,3,married,2515,10554,3,yes,no,14,3,4,80,0,6,6,3,4,2,1,2,0
448,24,no_travel,1383,sales,12,1,life_sci,1,3,female,92,3,2,sales_exec,1,married,4614,7747,1,yes,no,14,3,3,80,0,5,2,2,5,4,0,8,0
449,33,rare_travel,575,sales,15,4,medical,1,4,male,73,3,1,sales_rep,4,divorced,3452,20420,1,yes,yes,13,3,2,80,1,3,3,3,3,1,1,2,0
450,29,rare_travel,1322,rnd,9,3,medical,1,4,male,81,3,1,lab_tech,3,single,2899,7508,1,yes,no,11,3,3,80,0,6,2,2,6,2,1,4,0
451,30,rare_travel,1313,rnd,9,2,life_sci,1,4,female,92,3,1,research_sci,4,divorced,2585,7160,1,yes,no,15,3,3,80,2,1,3,3,1,0,0,0,0
452,35,rare_travel,950,hr,2,4,hr,1,4,male,46,2,2,hr,3,divorced,4936,15480,1,yes,no,14,3,4,80,1,2,2,3,2,2,2,2,0
453,26,rare_travel,1256,rnd,8,3,life_sci,1,4,female,30,3,1,lab_tech,2,single,2380,4223,1,yes,no,13,3,1,80,0,1,3,1,1,0,0,0,1
454,52,rare_travel,638,sales,7,5,marketing,1,4,female,62,3,5,manager,2,married,19068,17011,1,yes,no,15,3,3,80,1,33,3,3,33,14,1,15,0
455,51,rare_travel,835,rnd,20,4,medical,1,4,female,53,2,1,research_sci,1,single,2743,17674,4,yes,yes,13,3,3,80,0,18,3,3,3,2,0,2,0
456,29,rare_travel,546,rnd,8,1,medical,1,2,female,51,2,2,lab_tech,1,single,4193,25681,1,yes,no,12,3,4,80,0,9,2,3,9,8,0,7,1
457,37,rare_travel,1319,sales,13,2,life_sci,1,3,male,82,2,2,sales_exec,2,married,4087,18300,1,yes,no,13,3,4,80,1,11,3,3,11,9,9,8,0
458,26,rare_travel,1277,sales,10,2,marketing,1,4,male,86,1,2,sales_exec,1,married,4105,4681,1,yes,no,12,3,1,80,1,4,3,3,4,2,1,2,0
459,50,rare_travel,945,rnd,1,1,life_sci,1,3,male,42,2,4,research_dir,3,married,17159,25761,3,yes,yes,12,3,3,80,1,28,2,4,27,9,0,0,0
460,33,frequent_travel,1234,rnd,12,1,medical,1,1,female,81,3,2,health_rep,4,divorced,5346,23844,4,yes,no,20,4,1,80,2,8,3,4,4,2,0,2,0
461,34,no_travel,147,rnd,1,4,life_sci,1,4,female,39,3,2,health_rep,3,married,6146,13243,0,yes,no,15,3,3,80,2,9,2,4,7,7,0,7,0
462,43,frequent_travel,566,rnd,8,2,life_sci,1,3,male,94,3,3,lab_tech,3,divorced,10502,9659,9,yes,no,20,4,1,80,1,18,3,3,3,2,1,2,0
463,45,no_travel,806,rnd,2,5,medical,1,1,male,84,3,2,health_rep,3,single,6877,23288,7,yes,no,13,3,3,80,0,10,2,3,8,7,0,1,0
464,50,rare_travel,647,rnd,2,4,life_sci,1,4,male,78,2,4,manager,4,single,17426,24440,1,yes,no,14,3,3,80,0,33,2,2,33,4,15,7,0
465,45,rare_travel,504,rnd,10,3,life_sci,1,1,male,79,2,1,lab_tech,3,married,1261,20439,3,yes,no,17,3,2,80,1,7,3,3,0,0,0,0,0
466,25,frequent_travel,458,sales,26,3,medical,1,4,male,81,2,1,sales_rep,4,married,2795,12761,1,yes,no,12,3,3,80,1,2,3,3,2,2,0,2,0
467,39,rare_travel,1351,rnd,8,4,tech_deg,1,2,male,68,3,3,health_rep,3,single,8321,17231,3,yes,no,13,3,2,80,0,10,5,1,8,7,0,7,0
468,44,rare_travel,1252,rnd,26,1,medical,1,1,male,94,2,3,health_rep,3,married,10748,4605,0,yes,no,25,4,1,80,1,24,1,3,20,17,3,13,0
469,32,rare_travel,718,sales,26,3,marketing,1,3,male,80,3,2,sales_exec,4,divorced,4627,16495,0,yes,no,17,3,4,80,2,4,3,3,3,2,1,2,0
470,34,rare_travel,944,rnd,10,4,medical,1,2,male,36,3,1,lab_tech,1,single,1281,16900,1,yes,no,13,3,1,80,0,1,2,3,1,0,0,0,0
471,19,rare_travel,741,sales,29,3,life_sci,1,3,female,88,3,2,sales_exec,3,single,5231,20586,0,yes,yes,17,3,4,80,0,11,3,1,6,0,1,5,0
472,24,rare_travel,1225,rnd,21,2,medical,1,2,male,79,3,1,lab_tech,4,married,2875,2137,1,yes,no,11,3,3,80,1,1,3,3,1,0,0,0,0
473,50,rare_travel,976,rnd,5,1,medical,1,1,male,77,3,2,health_rep,2,single,4256,18597,2,yes,no,15,3,1,80,0,20,2,2,2,0,0,1,0
474,51,rare_travel,1127,rnd,2,4,life_sci,1,4,male,45,2,1,lab_tech,4,single,2207,10557,2,yes,no,20,4,3,80,0,12,5,3,7,6,5,7,1
475,18,frequent_travel,1373,rnd,3,1,life_sci,1,1,male,52,4,1,lab_tech,1,married,3646,16998,0,yes,no,19,3,3,80,1,10,2,3,10,9,1,0,0
476,29,rare_travel,1462,rnd,28,1,tech_deg,1,4,male,97,3,1,research_sci,3,married,2235,14004,2,yes,no,13,3,2,80,1,6,3,3,4,3,1,2,0
477,55,rare_travel,1311,rnd,1,3,life_sci,1,1,male,94,3,5,manager,1,married,19436,15891,2,yes,no,15,3,2,80,1,37,1,3,15,6,4,12,0
478,29,rare_travel,665,rnd,7,1,life_sci,1,4,female,97,3,1,research_sci,3,married,2285,8306,1,yes,no,14,3,4,80,2,7,2,3,7,7,0,6,0
479,29,rare_travel,228,sales,7,1,life_sci,1,1,female,76,3,2,sales_exec,4,married,5296,25761,1,yes,no,13,3,4,80,1,10,3,3,10,0,0,0,0
